ID,gender,age,income,education,Status,Num_family,Num_child,Num_old,Household_income,House_ownership,Num_cooling_AC,Num_month_cooling,Cool_hr_weekday
221,0,3,3,5,2,1,1,0,1,0,1,3,4.5
222,0,4,7,9,2,5,1,2,7,1,2,4,9
223,0,3,1,6,2,1,0,0,1,0,1,2,1.5
226,1,3,6,9,2,3,1,0,5,1,2,3,4.5
227,1,3,3,7,2,3,0,2,2,1,1,3,4.5
229,0,3,3,5,2,2,1,0,1,0,1,3,4.5
231,1,3,5,7,2,5,1,0,3,1,2,5,4.5
233,1,3,6,7,2,3,1,0,3,0,2,2,4.5
234,1,3,7,7,2,2,0,0,4,1,2,3,9
235,1,3,6,9,2,3,0,2,5,1,1,3,9
236,1,4,6,7,2,4,1,2,6,1,2,3,9
237,1,3,6,7,2,1,0,0,5,0,1,4,4.5
240,0,2,3,7,1,1,0,0,3,0,1,3,4.5
242,0,3,6,7,2,3,1,0,3,0,2,2,4.5
245,1,3,3,6,2,4,1,1,4,1,1,3,4.5
246,0,3,3,5,2,2,1,0,1,0,1,3,9
248,1,4,7,6,2,6,2,2,6,1,3,4,4.5
249,0,3,3,7,2,4,0,1,4,1,1,3,4.5
250,1,2,2,7,1,4,1,0,4,1,3,4,4.5
253,0,3,3,7,2,3,0,1,3,1,1,5,1.5
254,1,3,4,6,2,4,1,1,4,1,1,3,4.5
255,1,2,7,7,2,1,0,0,2,1,0,0,0
257,0,4,7,9,2,5,1,2,6,1,2,5,9
259,1,2,4,7,2,5,1,1,3,1,2,3,9
260,0,3,3,5,2,2,1,0,1,0,1,3,9
261,0,2,7,9,2,2,0,0,6,1,3,3,1.5
262,1,2,4,7,2,1,1,0,3,0,1,4,4.5
263,0,3,4,9,2,5,1,0,4,1,2,5,4.5
267,0,3,4,9,1,1,0,0,1,0,1,4,1.5
270,1,3,5,6,2,4,1,1,4,1,1,4,4.5
271,1,3,4,5,2,4,1,1,4,1,1,3,4.5
272,1,4,5,6,2,6,2,2,4,1,2,3,4.5
273,0,3,3,7,2,2,0,0,4,0,1,3,4.5
275,0,3,3,5,2,2,1,0,1,0,1,3,9
277,0,4,7,7,2,3,1,0,4,1,1,2,4.5
278,1,3,4,6,2,4,1,1,4,1,1,4,4.5
279,1,3,7,7,2,5,1,2,7,0,1,3,4.5
281,1,3,7,7,2,2,0,0,4,1,1,5,9
283,1,3,5,7,2,5,1,0,3,1,2,5,4.5
285,0,4,5,6,2,6,1,2,4,1,2,3,9
286,1,5,5,6,2,5,2,2,3,1,1,3,9
287,0,2,1,7,1,1,0,0,1,0,1,5,21
288,0,3,3,7,2,4,0,1,4,1,1,2,4.5
289,1,3,5,7,2,3,1,0,3,1,3,4,4.5
290,0,3,6,7,2,3,1,0,6,1,3,3,9
291,0,3,4,5,2,4,1,1,4,1,1,4,4.5
292,1,3,7,7,2,4,1,2,6,0,1,3,9
293,1,4,7,6,2,4,1,1,5,1,3,3,4.5
294,1,2,7,7,2,1,0,0,2,1,1,3,1.5
296,0,3,7,9,2,2,0,0,5,1,1,7,4.5
297,1,2,6,7,2,1,0,0,2,1,0,0,0
299,1,3,6,7,2,4,1,1,4,1,1,3,4.5
302,1,5,5,6,2,2,0,2,1,1,1,3,1.5
314,0,3,3,5,2,1,0,0,1,0,1,4,9
316,0,2,3,6,2,1,0,0,3,0,1,2,4.5
317,1,3,6,6,2,4,1,1,4,1,1,4,4.5
319,1,4,6,7,2,5,1,2,5,1,2,3,4.5
326,1,3,5,6,2,3,1,0,2,1,1,4,1.5
328,1,3,5,7,2,4,1,1,4,1,1,4,4.5
330,1,4,6,6,2,4,1,1,4,1,3,4,4.5
332,0,3,7,9,2,2,0,0,4,1,1,3,4.5
343,1,4,5,6,2,3,1,0,3,1,1,2,1.5
346,1,3,6,7,2,4,1,1,4,1,1,5,4.5
347,0,3,3,7,2,4,0,2,4,1,1,3,9
348,0,3,4,6,2,1,0,0,1,0,1,3,9
349,1,3,6,9,2,1,0,0,2,1,1,5,1.5
354,1,2,5,7,2,3,0,0,2,1,3,4,9
355,1,2,1,7,1,3,0,0,4,1,2,2,4.5
357,0,4,5,6,2,5,1,2,4,1,1,4,4.5
358,1,2,2,7,1,3,0,1,7,1,2,4,4.5
360,1,3,6,7,2,4,1,1,3,1,2,2,4.5
362,1,3,5,5,2,4,1,1,3,1,1,4,4.5
366,1,2,2,7,1,3,0,0,5,1,2,2,4.5
368,1,3,5,7,2,3,1,0,6,1,1,3,9
370,1,4,6,7,2,2,0,0,4,0,2,4,1.5
381,1,3,5,7,2,1,0,0,6,1,2,5,1.5
390,0,2,5,7,2,4,0,0,6,1,1,5,4.5
394,1,2,2,7,1,3,1,1,2,0,1,4,9
398,0,2,3,7,2,2,0,0,3,1,2,4,15
400,1,3,6,7,2,2,0,0,4,1,1,4,9
406,0,4,3,7,2,1,0,0,1,1,0,0,0
408,1,2,3,7,1,3,0,0,4,1,1,2,1.5
414,1,2,3,9,1,3,0,0,3,1,2,5,1.5
415,1,2,5,7,2,2,0,0,2,0,2,4,4.5
418,0,4,5,7,2,2,0,0,4,1,1,3,9
420,0,3,6,6,2,4,1,1,4,1,1,4,4.5
423,1,2,2,7,2,2,0,0,4,1,1,3,9
426,1,3,4,6,2,1,0,0,2,0,3,4,9
427,1,2,4,7,2,3,0,0,3,1,1,4,9
432,1,2,2,7,1,3,0,0,7,1,2,4,9
435,0,2,1,7,1,6,1,2,5,1,4,4,4.5
437,1,3,5,7,2,1,0,0,4,1,1,3,1.5
438,0,2,3,7,2,3,0,0,4,1,1,2,4.5
440,1,3,5,7,2,3,1,1,4,1,1,3,15
441,1,3,5,7,2,2,0,0,5,1,1,5,15
446,1,2,2,7,2,3,0,0,2,1,1,3,9
447,1,2,6,9,2,1,0,0,2,1,0,0,0
451,0,3,3,6,2,3,0,1,5,1,2,3,15
453,1,2,3,7,1,2,0,1,2,1,1,2,4.5
456,1,3,5,6,2,1,0,0,3,1,2,2,9
457,1,1,1,7,1,4,1,0,1,1,1,4,9
460,1,3,5,7,2,3,0,0,3,1,2,6,4.5
465,1,3,5,6,2,4,2,0,3,1,2,4,9
470,0,4,7,7,2,3,2,0,6,1,3,3,9
475,1,3,6,7,2,1,0,0,3,0,1,5,4.5
485,1,2,2,7,1,3,0,1,1,1,3,3,1.5
490,1,3,7,9,2,3,1,0,4,1,2,3,4.5
493,1,1,1,5,1,3,1,0,2,0,1,4,9
496,1,4,6,7,2,3,1,0,5,1,1,3,4.5
498,0,3,6,7,2,1,1,0,4,0,2,4,4.5
503,0,3,3,6,4,1,0,0,2,0,1,3,1.5
504,1,2,6,9,2,2,0,0,4,1,1,3,1.5
508,1,3,2,6,2,4,1,2,2,1,1,3,4.5
509,1,4,5,7,2,6,1,2,5,1,1,3,9
510,0,3,2,5,4,2,0,0,4,0,2,3,9
512,1,2,3,7,2,6,1,2,7,1,4,4,15
517,1,2,4,7,2,2,0,0,3,0,2,4,4.5
528,0,3,3,6,2,3,0,1,2,1,2,4,1.5
539,1,4,5,7,2,4,1,1,3,0,2,4,9
540,1,3,6,7,2,3,1,0,6,1,1,3,9
541,1,4,7,7,2,5,1,2,5,1,3,3,4.5
554,1,3,5,7,2,2,0,0,2,0,2,4,4.5
563,0,4,7,7,2,4,2,0,6,1,3,4,9
566,1,3,5,7,2,2,0,0,4,1,2,4,9
568,1,3,4,6,2,2,0,0,2,1,2,5,1.5
569,1,2,4,6,4,4,1,0,4,1,2,4,15
572,1,2,6,7,2,4,2,0,3,1,3,5,9
573,1,3,4,7,2,1,0,0,3,0,1,4,9
576,1,2,6,7,2,3,0,0,4,1,3,4,4.5
578,0,3,5,6,2,4,1,1,4,1,1,4,4.5
580,1,2,3,7,2,2,0,0,1,0,1,3,4.5
588,1,3,4,7,2,5,2,1,3,0,1,4,9
590,1,2,3,6,2,3,0,0,3,1,2,5,9
591,1,3,6,7,2,3,1,2,4,1,3,4,9
592,1,2,6,7,2,1,0,0,2,1,0,0,0
595,0,3,6,7,2,4,1,1,4,1,1,4,4.5
604,1,3,4,6,2,1,0,0,2,0,1,2,4.5
607,0,2,2,7,2,3,0,0,4,1,2,2,4.5
612,1,2,3,7,1,3,0,0,3,1,2,4,1.5
614,1,3,6,9,2,5,1,2,4,1,3,4,9
616,0,3,5,6,2,4,1,1,4,1,1,4,4.5
618,1,3,5,7,2,2,0,0,2,0,3,3,4.5
623,0,3,4,6,2,3,0,1,5,1,2,4,9
624,1,4,6,7,2,5,1,2,5,1,2,3,4.5
628,1,3,3,7,2,4,1,1,3,1,2,5,9
632,1,5,6,7,2,2,0,0,3,1,1,2,9
638,1,3,4,7,2,5,1,2,2,1,2,6,4.5
639,0,3,3,7,2,1,0,0,1,0,0,0,0
643,0,4,7,9,2,5,1,2,7,1,3,4,9
645,1,4,6,6,2,3,1,0,3,1,0,0,0
646,1,3,5,6,2,3,0,0,5,1,5,2,4.5
647,1,2,2,2,2,6,0,2,2,0,2,3,4.5
648,0,4,7,7,2,4,2,0,6,1,2,4,4.5
649,0,3,5,7,2,1,0,0,2,1,1,3,9
659,0,4,3,6,2,3,1,1,4,1,2,3,4.5
661,1,3,4,6,2,2,0,0,3,1,2,5,4.5
663,0,3,6,7,2,5,1,2,4,0,2,3,15
667,1,3,4,6,2,4,1,1,4,1,2,3,9
668,1,2,4,7,2,1,0,0,3,0,1,4,4.5
669,1,3,5,7,2,3,1,0,4,1,1,4,4.5
670,0,2,2,7,1,1,0,0,2,0,1,3,4.5
678,0,3,7,7,2,1,0,0,3,1,1,3,4.5
679,1,3,5,7,2,4,1,1,4,1,1,4,4.5
681,1,3,3,7,2,3,0,0,2,1,1,3,4.5
685,1,2,2,6,2,3,1,0,2,1,2,4,4.5
688,1,1,1,5,1,4,2,0,2,1,2,4,9
689,1,2,6,7,2,2,0,1,4,1,2,2,1.5
691,1,4,4,5,2,5,1,2,2,0,2,4,4.5
692,0,5,7,7,2,3,1,0,5,1,1,3,9
694,1,4,5,7,2,4,2,0,4,1,2,4,9
695,0,3,4,7,2,4,2,0,3,1,0,0,0
697,1,2,5,7,2,2,0,0,4,1,1,4,4.5
698,0,3,7,9,2,2,0,0,5,1,1,3,9
712,1,3,6,7,2,2,0,0,5,1,1,3,1.5
722,1,3,6,7,2,2,0,0,5,1,1,3,1.5
725,1,4,5,6,2,3,1,0,2,1,2,3,1.5
726,1,3,3,7,4,5,1,0,3,0,1,3,4.5
728,0,4,5,7,2,3,1,0,4,1,1,4,9
731,1,2,2,6,1,5,0,0,2,0,3,3,4.5
735,1,2,2,6,1,3,3,0,4,0,2,3,4.5
736,0,3,6,7,2,4,1,1,3,0,1,4,4.5
738,1,4,3,6,2,2,0,0,3,0,2,5,9
740,1,3,2,5,2,3,1,0,3,1,1,3,4.5
743,1,2,2,7,2,2,2,2,1,1,2,3,21
745,1,3,6,7,2,2,0,2,5,1,1,3,1.5
748,1,3,5,6,2,3,0,0,3,0,2,3,15
750,1,3,5,7,2,4,1,1,2,1,3,3,4.5
755,1,3,6,7,2,3,1,0,6,1,1,3,9
757,1,2,3,7,2,4,0,1,4,1,1,5,4.5
758,1,3,7,7,2,2,0,0,3,0,1,4,4.5
760,1,3,3,7,2,3,1,2,3,1,3,6,9
768,1,3,2,6,2,3,1,0,2,1,1,3,4.5
771,1,3,5,6,2,4,1,1,3,1,1,4,4.5
772,1,3,6,7,2,3,0,0,5,0,2,4,9
779,0,4,4,5,2,8,2,2,3,1,4,3,9
781,1,3,6,7,2,1,0,0,3,0,2,4,4.5
782,1,2,6,7,2,1,0,0,2,1,0,0,0
791,0,3,6,7,2,3,1,0,3,1,2,3,9
792,1,2,3,6,2,6,1,1,4,1,2,2,21
794,1,3,7,7,2,2,0,0,5,1,1,4,4.5
795,0,3,5,6,2,3,1,0,4,1,2,2,4.5
797,1,3,3,6,2,2,0,0,2,1,1,4,4.5
799,1,3,7,7,2,3,1,0,5,1,2,4,9
800,0,5,5,7,2,3,1,0,6,1,2,4,9
801,1,3,7,6,2,2,0,0,4,1,1,3,1.5
802,1,3,5,7,2,2,0,0,2,1,2,5,4.5
806,1,3,5,7,2,1,0,0,2,1,2,2,15
807,0,3,6,7,2,4,1,0,6,1,3,3,9
808,1,2,3,7,1,3,0,0,3,1,3,5,9
809,0,3,2,7,2,5,2,0,2,0,3,3,4.5
811,1,2,2,7,2,2,5,2,4,1,2,2,21
816,0,4,5,6,2,5,2,0,3,1,1,6,4.5
818,1,3,4,7,2,2,0,0,2,0,1,7,9
823,0,4,1,5,2,3,0,0,1,1,0,0,0
824,0,3,4,7,2,4,1,1,4,1,3,4,4.5
826,1,4,4,6,2,3,1,0,2,1,1,3,4.5
831,0,3,4,6,2,4,2,0,3,0,2,3,9
832,1,3,5,7,1,3,0,0,3,1,1,3,9
835,1,2,3,6,2,1,1,0,1,0,1,2,1.5
836,0,3,5,9,2,4,1,1,4,1,2,3,1.5
839,0,3,5,7,2,2,0,0,3,1,3,4,4.5
840,1,3,4,7,2,2,0,0,3,1,2,5,4.5
841,1,3,3,5,4,3,0,0,3,1,2,4,4.5
843,1,2,4,6,2,5,1,0,3,1,1,5,4.5
845,1,3,6,7,2,3,1,0,3,0,3,4,9
847,1,3,4,7,2,3,0,1,2,1,2,3,4.5
855,1,4,6,7,2,5,2,1,4,1,2,3,1.5
860,1,2,1,6,1,3,0,0,2,0,3,4,4.5
861,1,2,6,7,2,3,0,0,3,1,3,4,4.5
862,1,2,3,5,2,3,0,0,2,1,1,3,4.5
863,1,3,4,6,2,1,1,0,2,0,1,3,4.5
864,0,3,7,7,2,3,0,0,7,1,2,3,1.5
865,1,2,1,7,1,4,0,0,2,1,1,6,9
866,0,3,4,6,2,1,0,0,3,0,2,6,4.5
867,1,2,6,6,2,5,1,2,4,1,2,3,21
868,1,4,7,7,2,1,0,0,5,0,2,5,4.5
869,1,3,6,7,2,5,1,2,5,1,3,4,4.5
870,0,3,6,7,2,3,1,0,4,1,2,3,9
